,customerid,bank_account_type,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,age,village,state,county
2253,8a858f5f5a83e8dc015a847ab68a5a08,Savings,Zenith Bank,,,,38.0,Jahi,Federal Capital Territory,Municipal Area Council
2254,8a858e4f5929c3df0159420645f46f55,Savings,Stanbic IBTC,,Permanent,,36.0,,Lagos,Agege
2255,8a858e035a187786015a18af59052988,Savings,First Bank,,Permanent,,54.0,Igbosere,Lagos,Eti Osa
2256,8a858faf5a28ca05015a31ca3ff82f16,Savings,UBA,,Permanent,,28.0,Samaru,Kaduna,Sabon Gari
2257,8a858e125a48129b015a49f571142de2,Savings,First Bank,,Permanent,,28.0,Majeroku,Osun,Irewole
2258,8a858e2857d80e580157d836de5d2be6,Other,EcoBank,,Self-Employed,Graduate,42.0,Shangisha,Lagos,Kosofe
2259,8a85886f54517ee001547fa349f870cd,Other,UBA,,Permanent,Graduate,38.0,,Enugu,
2260,8a858fd3552c756201554516fae7359e,Other,GT Bank,,Self-Employed,,42.0,Shangisha,Lagos,Kosofe
2261,8a858fea5751aefe015752a1053b569f,Other,UBA,,Student,Graduate,32.0,Apane,Rivers,Ikwerre
2262,8a858f665c45930d015c50b87343345d,Savings,GT Bank,,Permanent,,42.0,Losi,Lagos,
2263,8a858f0e5a6171ba015a664da9bd5b28,Savings,Zenith Bank,,Permanent,,40.0,Sabojibi,Federal Capital Territory,Municipal Area Council
2264,8a858e725c3ae262015c43c590b614f7,Savings,GT Bank,,,,40.0,,Lagos,Shomolu
2265,8a858e2d5bb55d46015bc87e5f3d72b8,Savings,Stanbic IBTC,,Permanent,,31.0,,Lagos,Ikeja
2266,8a858fbd5cd6054a015ce7f7d2fb32d5,Savings,GT Bank,,Permanent,,52.0,,Lagos,Ikeja
2267,8a858e1e54e2aa5a0154e43dd98e059d,Other,GT Bank,,Permanent,Graduate,33.0,,Federal Capital Territory,Municipal Area Council
2268,8a858e705b3a03c7015b3d6aac0b7eb2,Savings,GT Bank,,Permanent,,39.0,Alalubosa,Oyo,Ibadan South West
2269,8a858f4b5ccab528015ccae2ca961f60,Savings,Fidelity Bank,,,,27.0,,Enugu,Enugu South
2270,8a858f5d5929e0fd015955a1888c516f,Savings,Zenith Bank,,Permanent,,39.0,,Plateau,Bassa
2271,8a858f935ca09667015ca0e50f083552,Savings,GT Bank,,Permanent,,39.0,Ogunrun-Eletu,Ogun,Obafemi Owode
2272,8a858f4b55df0f530155ef9862fb1b92,Other,UBA,,Student,,27.0,,Ekiti,Irepodun/Ifelodun
2273,8a858f1955b1c4df0155d0562e6826b5,Savings,Wema Bank,,Permanent,,36.0,,Federal Capital Territory,Municipal Area Council
2274,8a858eb858b1a6d20158bd0786483394,Savings,EcoBank,,Permanent,,34.0,Ekrejeba,Delta,Ughelli North
2275,8a858fb45b3eef19015b3fa969390cd3,Savings,GT Bank,,Permanent,,37.0,Ilado,Lagos,Eti Osa
2276,8a858e5856b7840c0156c7129a9c2618,Savings,GT Bank,,Self-Employed,,42.0,,Delta,Sapele
2277,8a8589a453bc422d0153c82e861c34f1,Savings,EcoBank,,Permanent,Secondary,50.0,,Lagos,Ikeja
2278,8a858f0455d9feaf0155f230b2e1680f,Savings,First Bank,,Permanent,,50.0,,Cross River,Calabar Municipal
2279,8a858f465668e3d601566c0daeb24682,Savings,First Bank,,Self-Employed,,32.0,,Lagos,Amuwo Odofin
2280,8a858e705668e1670156810ee20960b7,Savings,First Bank,,Permanent,Graduate,58.0,Apese,Lagos,Eti Osa
2281,8a858ee55cb156e6015cbc1bccd03c5d,Savings,Zenith Bank,,Permanent,,39.0,Ikotun,Lagos,Alimosho
2282,8a858fa95c695f85015c779c6bb8403d,Savings,First Bank,,Permanent,,37.0,,Delta,Oshimili South
2283,8a858f055d0e3d8c015d0fecbb167722,Savings,Diamond Bank,,Permanent,,41.0,Iseri-Osun,Lagos,Alimosho
2284,8a858e045b495c30015b497a0e1d0e09,Savings,First Bank,,Permanent,,39.0,Kurugbene,Ondo,Ilaje
2285,8a858fcd56b9f22c0156bc268ef56102,Savings,Access Bank,,Unemployed,,33.0,Itiam Etoi,Akwa Ibom,
2286,8a858e795b204ffc015b20af599b1c15,Savings,Wema Bank,,Permanent,,43.0,Ilado,Lagos,Eti Osa
2287,8a85895054a061920154bc6d424318e0,Other,GT Bank,,Self-Employed,Graduate,40.0,,Lagos,
2288,8a858e935b496584015b53d101793fbe,Savings,Access Bank,,Permanent,,33.0,,Ondo,Akure South
2289,8a858f465668e3d601568add9c6a4fe0,Other,Diamond Bank,,Permanent,,30.0,Ado,Lagos,Eti Osa
2290,8a858fb55cb15505015cb162a14d053b,Savings,UBA,,Permanent,,36.0,,Federal Capital Territory,Municipal Area Council
2291,8a858e165cf9d8e3015d072f06823b83,Savings,EcoBank,,Permanent,,38.0,,Delta,Oshimili North
2292,8a8588fd53c244bc0153c39d5d176514,Other,GT Bank,,Permanent,,39.0,Ado,Lagos,Eti Osa
2293,8a858fc75cd62882015cd635fb7f0393,Savings,GT Bank,,Permanent,,41.0,Fatade,Lagos,Alimosho
2294,8a858f535bf336ac015bf403ba3d48b2,Savings,Zenith Bank,,,,38.0,,Federal Capital Territory,Municipal Area Council
2295,8a858fc75cd62882015ce88b866c403f,Savings,Zenith Bank,,Permanent,,29.0,Ikotun,Lagos,Alimosho
2296,8a858f3355ae6a610155bb33f4d141b7,Other,Diamond Bank,,Self-Employed,Graduate,41.0,Abule Ijesha,Lagos,Shomolu
2297,8a858e0b5cfa2028015cfd224a806b9a,Savings,GT Bank,,Permanent,,36.0,Mushin,Lagos,Mushin
2298,8a858ee0564adc5001564ff69988109d,Other,First Bank,,Permanent,,45.0,Animshaun,Lagos,Surulere
2299,8a858f635cd0112b015cd04879881d76,Savings,GT Bank,,Permanent,,45.0,Iseri-Osun,Lagos,Alimosho
2300,8a858f335c8d9723015c9b9132b212e3,Savings,GT Bank,,Permanent,,32.0,,Kaduna,Kachia
2301,8a858f6155781363015588da6be85231,Savings,First Bank,,Self-Employed,Graduate,37.0,Oluwa Village,Oyo,Lagelu
2302,8a858e945bb0014b015bb526a9584a2d,Savings,Access Bank,,Permanent,,40.0,Odogun,Lagos,Kosofe
2303,8a858e395cb1d4d9015cc01fc983325b,Savings,First Bank,,Permanent,,38.0,,Ogun,Ikenne
2304,8a858fa25be814a2015be81e409d0a14,Savings,UBA,,Permanent,,40.0,Ogua,Edo,Ikpoba-Okha
2305,8a8588b75438f499015444b1adf70876,Savings,First Bank,,Permanent,Graduate,36.0,Aka,Akwa Ibom,
2306,8a858f265c2187bd015c24ab682b4419,Savings,Fidelity Bank,,Unemployed,,28.0,,Anambra,Ihiala
2307,8a858eab5cf9c4c8015d0008356e462f,Savings,GT Bank,,,,32.0,,Lagos,Ikeja
2308,8a858fd3552c756201553429f77a7bbd,Savings,Heritage Bank,,Permanent,,33.0,,Federal Capital Territory,Municipal Area Council
2309,8a858ee25b34d796015b37d2907d394d,Savings,EcoBank,,Permanent,,42.0,Ido-Awshun,Osun,Egbedore
2310,8a858f6f5b3f095b015b4293c4775b80,Savings,Skye Bank,,,,40.0,Mobalufon,Ogun,Odogbolu
2311,8a858f765a4e7c76015a5a9340ce2a38,Savings,GT Bank,,Permanent,,40.0,Umuapirikom,Rivers,Obio/Akpor
2312,8a858eb45c11f9e4015c1221c18d103f,Savings,Fidelity Bank,,Permanent,,48.0,Iju Junction,Lagos,Ifako/Ijaye
2313,8a858e635bd8fe1e015bd93b5ecc1efe,Savings,First Bank,,Permanent,,49.0,,Ogun,Obafemi Owode
2314,8a858f585bfd6341015c02b6bdef00d3,Savings,Union Bank,,Permanent,,31.0,,Lagos,Ikeja
2315,8a858fc75cd62882015cdb61263928d6,Savings,GT Bank,,,,49.0,Libowu,Lagos,Ifako/Ijaye
2316,8a858e8d5bf2d0c1015bf34ffdc94e1a,Savings,Zenith Bank,,,,44.0,,Federal Capital Territory,Municipal Area Council
2317,8a858e2155defefd0155e88ca1b22485,Other,Zenith Bank,,Self-Employed,,29.0,Ologode,Lagos,
2318,8a858e0c552ae0b801553548b39d0db2,Other,GT Bank,,Student,Graduate,31.0,Agboju,Lagos,Amuwo Odofin
2319,8a858e585beda464015bef3c04ba7d64,Savings,Diamond Bank,,Permanent,,37.0,,Lagos,Amuwo Odofin
2320,8a858f365b2547f3015b30981af37cb7,Savings,Heritage Bank,,Permanent,,41.0,Mosan,Lagos,Alimosho
2321,8a858eda5c8863ff015c99a949894a7a,Savings,Stanbic IBTC,,Permanent,,37.0,Kubewa,Nasarawa,Karu
2322,8a858ff55b444a8c015b4493c6342f3a,Savings,Zenith Bank,,Permanent,,33.0,,Delta,
2323,8a858f465668e3d601567defdbb90e5a,Other,GT Bank,,Permanent,Graduate,38.0,Orente,Ogun,Ado Odo/Ota
2324,8a858ee0560bc07701560f6f3ba9095e,Savings,UBA,,Self-Employed,,36.0,Obadore,Lagos,Alimosho
2325,8a858f2656e154de0156fb12aedb3841,Savings,Skye Bank,,Permanent,,37.0,Igbeba,Ogun,
2326,8a858f415686c0ab0156929b0c541685,Other,Diamond Bank,,Permanent,,32.0,Roga Diko,Sokoto,Wamako
2327,8a858e185b4923b4015b4cd7cae6255f,Savings,GT Bank,,Permanent,,33.0,,Federal Capital Territory,Municipal Area Council
2328,8a858ed55c63db54015c6a16515241b9,Savings,UBA,,Permanent,,38.0,,Lagos,Lagos Island
2329,8a858f545908094b0159122a4ef57509,Savings,EcoBank,,Permanent,,44.0,,Federal Capital Territory,Municipal Area Council
2330,8a858e885c63d379015c73df54dc0822,Savings,Access Bank,,Permanent,,36.0,,Lagos,Kosofe
2331,8a858e035a60d2b0015a60dfa9a40831,Savings,Fidelity Bank,,Permanent,,38.0,Itire,Lagos,Surulere
2332,8a858e055ac84a51015ac9a10d857523,Savings,GT Bank,,Permanent,,36.0,Akinyele,Lagos,Alimosho
2333,8a858f2656e154de0156e3a87cdc45fb,Other,UBA,,Student,,29.0,Uselu,Edo,Egor
2334,8a858f1a5ccb60ae015ccf1ac936487f,Savings,Access Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
2335,8a858fd55c45ba15015c547556ac771e,Savings,Zenith Bank,,,,35.0,Iju Junction,Lagos,Ifako/Ijaye
2336,8a858e5f5a4d0511015a522ef53b26b4,Savings,UBA,,Permanent,,38.0,,Borno,
2337,8a858e2d565657b101565c1f67be6de7,Other,Keystone Bank,,Self-Employed,,50.0,Oke-Aro,Ogun,Ifo
2338,8a858f0f5bfd79d2015c0d8fe4de6296,Savings,GT Bank,,,,30.0,,Ogun,Abeokuta South
2339,8a858f7e5c213ef4015c238dcbe76144,Savings,GT Bank,,Permanent,,42.0,,Edo,Oredo
2340,8a858f8d5b632706015b63adf38a451e,Savings,Access Bank,,,,37.0,Oworonṣoki,Lagos,Kosofe
2341,8a85889853f0fbaa0153fb9927346076,Savings,First Bank,,Permanent,,37.0,Itirin,Lagos,Eti Osa
2342,8a858e345be813ea015be87d70855b44,Savings,Zenith Bank,,Permanent,,35.0,,Oyo,Ibadan North West
2343,8a858e5357d823010157d845e8f71dcd,Other,Access Bank,,Self-Employed,Graduate,37.0,Opeilu,Ogun,Ifo
2344,8a858ee755a0c84a0155bd6f241f4319,Savings,GT Bank,,Permanent,,32.0,Olambe,Ogun,Ifo
2345,8a858e0156b782a10156bbef39622867,Other,GT Bank,,Permanent,,37.0,Ibeju,Lagos,Eti Osa
2346,8a858fcc5987800e01598784b60a00df,Savings,GT Bank,,Permanent,,33.0,,Edo,Oredo
2347,8a858e445cd56553015cd94108ba7dc1,Savings,EcoBank,,,,53.0,Oyibi,Greater Accra Region,Kpone-Katamanso Municipal District
2348,8a858fa45bd95e9a015be131cdec35a8,Savings,Zenith Bank,,Permanent,,36.0,Mebisere,Ogun,
2349,8a858e345a04f20b015a0b7763b67cf8,Savings,FCMB,,Permanent,,31.0,,Lagos,Oshodi/Isolo
2350,8a858f1d5a848d2b015a84ac9d89217c,Savings,GT Bank,,Permanent,,31.0,Ogoyo,Lagos,Eti Osa
2351,8a858e945bfdb9e7015c03bfb0cb5b78,Savings,Stanbic IBTC,,Permanent,,51.0,,Lagos,Alimosho
2352,8a8588fd53c244bc0153d0a82ef81fd7,Savings,GT Bank,,Permanent,Graduate,33.0,Dushepe,Federal Capital Territory,Municipal Area Council
2353,8a858e105bd92644015be472bab768c3,Savings,Access Bank,,Permanent,,41.0,Rumu-Igbo,Rivers,Obio/Akpor
2354,8a858ec45577f83e01557e2434a2109f,Other,GT Bank,,Permanent,Post-Graduate,31.0,Ishaga,Lagos,Oshodi/Isolo
2355,8a8588dd54a3ead30154aa7d6b092010,Savings,GT Bank,,Permanent,Secondary,31.0,,Lagos,Ikeja
2356,8a85889853efa9ce0153f00d9efc24b3,Other,GT Bank,,Permanent,,41.0,,Osun,Ife Central
2357,8a858f7958b0a4a80158b788cb270dda,Savings,GT Bank,,,,28.0,,Benue,
2358,8a858e1d5cd58f9e015cde53c77b1274,Savings,GT Bank,,Permanent,,33.0,,Federal Capital Territory,Municipal Area Council
2359,8a858e6f5668e017015692a82e0606e4,Savings,GT Bank,,Self-Employed,,45.0,,Kwara,
2360,8a858fe756939bbb0156afd209d97f15,Other,GT Bank,,Permanent,,33.0,Lafia,Lagos,Mushin
2361,8a858e5a5be99e1c015bebdbc5d04739,Savings,GT Bank,,Permanent,,34.0,,Oyo,Oluyole
2362,8a858f665d5b785d015d5e5a6fd504b7,Savings,Access Bank,,Permanent,,33.0,Oke Ogun,Kwara,Ilorin East
2363,8a858e9b562dc748015630536c752aa4,Savings,EcoBank,,Self-Employed,Graduate,30.0,,Delta,Ethiope East
2364,8a858ff25a13ebf6015a14d6527b7b05,Savings,Zenith Bank,,Permanent,,47.0,,Lagos,Ikeja
2365,8a858f115cea8545015cee1518b54081,Savings,Access Bank,,Permanent,,38.0,,Ondo,Akure South
2366,8a858f1955b1c4df0155cfad79641b0a,Other,GT Bank,,Self-Employed,Graduate,51.0,Oto,Lagos,Lagos Mainland
2367,8a858e1d5b2510b2015b284ba968098f,Savings,GT Bank,,Permanent,,28.0,,Lagos,Eti Osa
2368,8a858e495d1e235c015d1e7b78531355,Savings,Zenith Bank,,,,40.0,Maiyegun,Lagos,Eti Osa
2369,8a858f0455d9feaf0155ee2126024371,Other,First Bank,,Permanent,,42.0,,Cross River,Calabar Municipal
2370,8a858fa25bd92c20015be4e23fd81404,Savings,Zenith Bank,,,,37.0,Ijesha-Tedo,Lagos,Surulere
2371,8a858eab5cf9c4c8015cfaeeb936440f,Savings,Diamond Bank,,Unemployed,,33.0,Festac Town,Lagos,Amuwo Odofin
2372,8a858f9f5bd99987015be7d0e0f4085f,Savings,Fidelity Bank,,,,52.0,,Federal Capital Territory,Municipal Area Council
2373,8a858f605623784501562ba579fb44dd,Other,First Bank,,Permanent,Secondary,32.0,Abijo,Lagos,Eti Osa
2374,8a858f0a5bf3716c015bf74ec5a60dc8,Savings,GT Bank,,Permanent,,30.0,Basawa,Kaduna,Sabon Gari
2375,8a858e195d320ff1015d3211a37f011d,Savings,Diamond Bank,,,,37.0,Igando,Lagos,Alimosho
2376,8a858e94580afa7901581b3d4fc60798,Savings,Access Bank,,Permanent,Graduate,35.0,,Oyo,Ibadan North
2377,8a858e8d56b784480156b7d232f723a8,Other,EcoBank,,Self-Employed,Graduate,47.0,,Rivers,Etche
2378,8a858fb05989e30101598f2295ab21da,Savings,Zenith Bank,,Permanent,,36.0,,Delta,Oshimili South
2379,8a858eb456e0b9490156fc26f9c434df,Other,GT Bank,,Self-Employed,,29.0,Rumuola,Rivers,Obio/Akpor
2380,8a858e5d5bf3454f015bf3c38c482aa5,Savings,Stanbic IBTC,,Permanent,,30.0,Igbobi,Lagos,Shomolu
2381,8a858e4157e2d76b0157ed77f17c017b,Other,UBA,,Self-Employed,Graduate,31.0,Alapako,Lagos,Amuwo Odofin
2382,8a858f155554552501555540a44f2fc8,Other,Access Bank,,Self-Employed,,38.0,Sangotedo,Lagos,Eti Osa
2383,8a858f3455a0d8070155c059a8e9682c,Other,GT Bank,,Permanent,,37.0,,Lagos,Kosofe
2384,8a858e395cb1d4d9015cb6759fe27995,Savings,Diamond Bank,,Unemployed,,33.0,,Federal Capital Territory,Municipal Area Council
2385,8a858fde56eb02280156ff597b3933b2,Other,Access Bank,,Student,,28.0,Bwari,Federal Capital Territory,Bwari
2386,8a858fe45cd62cbf015cda05b84a7a6e,Savings,Zenith Bank,,Student,,31.0,Gboko,Benue,Gboko
2387,8a858f0b5b5ddd79015b5dfc5b751844,Savings,Skye Bank,,Student,,38.0,Ero,Ondo,Ifedore
2388,8a85881053bc33670153c842d8990da3,Other,GT Bank,,Permanent,,31.0,,Lagos,Lagos Island
2389,8a858f6057e2dba50157ec38a3a84798,Other,First Bank,,Self-Employed,,34.0,,Rivers,
2390,8a858ee35b43ae27015b43b3f6d0059b,Savings,FCMB,,Permanent,,39.0,Agudu,Oyo,Egbeda
2391,8a858ffd5c8d343d015c9cab96843756,Savings,Zenith Bank,,Permanent,,40.0,Isunba,Lagos,Amuwo Odofin
2392,8a858f6055f96ad20156004e79324d0f,Other,Heritage Bank,,Self-Employed,,40.0,,Ondo,
2393,8a858fa7590af88501592196d3045e65,Savings,Access Bank,,,,41.0,,Oyo,Lagelu
2394,8a858e275b349e25015b34d29ff23232,Savings,GT Bank,,Permanent,,35.0,Okunola,Lagos,Alimosho
2395,8a858f08582a51bc01582e506db60fd7,Savings,GT Bank,,Permanent,Graduate,35.0,,Osun,Ife Central
2396,8a858f725b49c0c0015b4a967c8421b2,Savings,Diamond Bank,,,,40.0,Cardoso,Lagos,Alimosho
2397,8a858957536752f3015375ad08686045,Other,GT Bank,,Permanent,,42.0,,Kwara,Ilorin South
2398,8a858887545183ca01546142802e4b4e,Savings,Access Bank,,Self-Employed,,52.0,,Lagos,Mushin
2399,8a858e6c5c88d145015c9817fa35283d,Savings,Stanbic IBTC,,Permanent,,41.0,Kura,Kaduna,Chikun
2400,8a85898a53bc15600153c70d81d41919,Savings,UBA,,Permanent,Graduate,41.0,Kabba,Kogi,Kabba/Bunu
2401,8a8589d754a05c0a0154a91416107984,Other,GT Bank,,Permanent,,36.0,Ijesha-Tedo,Lagos,Surulere
2402,8a858f615aa951e2015aa957a59f07db,Savings,Access Bank,,Permanent,,35.0,,Oyo,Ibadan South West
2403,8a858ffd5c8d343d015c9c25d0db72a3,Savings,GT Bank,,Permanent,,32.0,,Lagos,Kosofe
2404,8a858e875c63d395015c6903770b542d,Savings,GT Bank,,Student,,29.0,,Ondo,Ondo West
2405,8a858e6d58b0cc520158c326f17f257d,Savings,First Bank,,,,46.0,Mushin,Lagos,Mushin
2406,8a858e495cef1ef1015cf33d14dd7935,Savings,GT Bank,,Permanent,,36.0,,Federal Capital Territory,Municipal Area Council
2407,8a858fbf5b3a0b46015b3b423a5c7167,Savings,EcoBank,,Permanent,,32.0,,Federal Capital Territory,Gwagwalada
2408,8a858f075b58beb8015b598406815852,Savings,UBA,,Permanent,,34.0,,Federal Capital Territory,Municipal Area Council
2409,8a858e705b3a03c7015b3d4d6eca680c,Savings,UBA,,,,39.0,,Delta,
2410,8a858ff85bd93919015be5e2ee740cfe,Savings,Fidelity Bank,,,,35.0,,Oyo,Ibadan North
2411,8a858fa154e2912f0155112438744810,Savings,Stanbic IBTC,,Permanent,,39.0,Jako-Petedo,Ogun,Ado Odo/Ota
2412,8a858f275c451af5015c542ab90839e8,Savings,Access Bank,,,,45.0,Kugbo,Federal Capital Territory,Municipal Area Council
2413,8a858fe8555f401f0155656d56824aff,Other,Access Bank,,Student,,29.0,Badore,Lagos,Eti Osa
2414,8a858e105c1c09c8015c1fd4eb915326,Savings,EcoBank,,Permanent,,36.0,Use Offot,Akwa Ibom,
2415,8a858ed55c63db54015c69710b6a0b37,Savings,Diamond Bank,,Permanent,,38.0,Agbon,Oyo,Lagelu
2416,8a858fa55cc5dbbc015cc64148393bd5,Savings,First Bank,,Permanent,,34.0,Ekoro,Lagos,Alimosho
2417,8a858ea4582fcdc80158436e031007b4,Other,GT Bank,,Self-Employed,Graduate,38.0,Isolo,Lagos,Oshodi/Isolo
2418,8a858e0f5c45466f015c5469454d1227,Savings,Diamond Bank,,Permanent,,28.0,Obukuru,Rivers,Obio/Akpor
2419,8a858feb55f82bbf0155f95ae54a1925,Savings,First Bank,,Permanent,,28.0,,Nasarawa,Kokona
2420,8a858f2756cec0a30156d7a04f140afd,Other,Keystone Bank,,Student,Graduate,29.0,Oluku,Edo,Ovia North-East
2421,8a858fea5cc644ae015cca478da95f5d,Savings,GT Bank,,Permanent,,36.0,Shangisha,Lagos,Kosofe
2422,8a858e0256b781d80156c1a32a2f3369,Other,UBA,,Self-Employed,Secondary,42.0,,Rivers,
2423,8a858e195b90e512015b90f0a8f005d6,Savings,GT Bank,,,,45.0,Iju Junction,Lagos,Ifako/Ijaye
2424,8a858f0656b7820c0156bb8b83c8142a,Savings,GT Bank,,Self-Employed,Graduate,37.0,,Enugu,Enugu South
2425,8a858fae59ac8f090159ac9a70b80cb8,Savings,Stanbic IBTC,,Permanent,,35.0,,Lagos,Lagos Island
2426,8a858e1d5cd58f9e015ceda4bdb63673,Savings,Access Bank,,Unemployed,,38.0,Oduwole,Lagos,Alimosho
2427,8a858f945b006ef8015b0073905c123e,Savings,First Bank,,,,58.0,Olori,Ogun,Ifo
2428,8a858fce5c360eb7015c37df672c6263,Savings,Access Bank,,,,40.0,,Ogun,
2429,8a85890253e2f1180153eae33e5e6bc3,Savings,GT Bank,"OBA AKRAN ROAD, IKEJA,",Permanent,Graduate,34.0,Isheri,Ogun,Ifo
2430,8a858f3e5885ffa301588dc197775826,Savings,Keystone Bank,,Permanent,,41.0,,Federal Capital Territory,Bwari
2431,8a858f9c56aaf37d0156b33ea59903c9,Other,GT Bank,,Student,,31.0,Nkpelu,Rivers,Obio/Akpor
2432,8a858fc15b68ba6a015b6bb340945999,Savings,Sterling Bank,,,,48.0,Akintayo,Oyo,Egbeda
2433,8a858e245b680423015b6bf6df1d0f55,Savings,GT Bank,,,,39.0,,Lagos,Kosofe
2434,8a858f1955b1c4df0155c19feb017f89,Savings,GT Bank,,Permanent,,29.0,,Lagos,Ikeja
2435,8a8588f853b1b2d40153b20c9e9a0666,Savings,Access Bank,,Permanent,Graduate,39.0,Amarata,Bayelsa,
2436,8a858fbd5cd6054a015ce9193fac3819,Savings,GT Bank,,Permanent,,48.0,Ebute-Metta,Lagos,Lagos Mainland
2437,8a858e345bd96da8015be30e7a5a308f,Savings,GT Bank,,Permanent,,36.0,Onigbongbo,Lagos,Ikeja
2438,8a858ee05989e8dc01598a1083fa036e,Savings,GT Bank,,Permanent,,38.0,Ebute Ikorodu,Lagos,
2439,8a85888c548fb3d50154947fe59c32cf,Other,First Bank,,Self-Employed,Graduate,36.0,,Lagos,Ikeja
2440,8a858eba5b681df4015b7c3d810c05ff,Savings,UBA,,Permanent,,36.0,New Stadium,Plateau,Jos North
2441,8a858e6c5bd3fbff015bd408ac3e067a,Savings,GT Bank,,,,40.0,,Lagos,Ikeja
2442,8a858ecc5a60be73015a60c1abbe0296,Savings,First Bank,,,,30.0,Oworonṣoki,Lagos,Kosofe
2443,8a858ebd5b254c8b015b25ac90581db3,Savings,Zenith Bank,,Permanent,,32.0,Atan,Lagos,Alimosho
2444,8a858e8b5a8a77a9015a8d99c3190691,Savings,UBA,,Permanent,,34.0,Oworonṣoki,Lagos,Kosofe
2445,8a858e035693e0290156a22d652127a2,Other,Access Bank,,Self-Employed,,40.0,,Federal Capital Territory,Gwagwalada
2446,8a858eb4588604f701589223c5ab045f,Savings,Diamond Bank,,Permanent,,28.0,,Lagos,Kosofe
2447,8a858e585693982b01569523bc104609,Other,First Bank,,Permanent,Graduate,30.0,Yaba,Lagos,Lagos Mainland
2448,8a858e6c5c88d145015c97f3ff1724b0,Savings,GT Bank,,,,36.0,,Oyo,Ibadan South West
2449,8a858fb95aa3c328015aa41ffd3336d5,Savings,First Bank,,Permanent,,43.0,,Osun,Olorunda
2450,8a858f09583f9d20015840275cdc22b4,Other,First Bank,,Permanent,Secondary,33.0,,Oyo,Oluyole
2451,8a8588b754517d800154555019c36231,Savings,Fidelity Bank,,Permanent,Primary,49.0,Rumuomasi,Rivers,Obio/Akpor
2452,8a858edb5a70bfe0015a74c641dc0122,Savings,Sterling Bank,,,,61.0,Ijegun,Lagos,Alimosho
2453,8a858eed5af07cc4015af0cc483126df,Savings,EcoBank,,Permanent,,31.0,Ibadan,Ogun,Ado Odo/Ota
2454,8a8588f5542eb0d40154334e0a670186,Other,GT Bank,,Permanent,,31.0,Gwong,Plateau,Jos North
2455,8a858f955a6b4986015a6ff352ae57e5,Savings,First Bank,,,,34.0,,Ondo,Akure South
2456,8a858e3d55ca3ef60155cef965907bdc,Savings,UBA,,Permanent,,33.0,Itirin,Lagos,Eti Osa
2457,8a858e4456ced8470156d1fdea681a74,Savings,GT Bank,,Permanent,,37.0,,Sokoto,Sokoto South
2458,8a858f7e5c69a6e3015c779b5d6c03b8,Savings,GT Bank,,,,42.0,Dushekoro,Federal Capital Territory,Municipal Area Council
2459,8a858ee05bcdea36015bcdffdd2e0a33,Savings,Access Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
2460,8a858e445cd56553015ce919c86b2438,Savings,FCMB,,,,33.0,Ijoko,Ogun,
2461,8a858e64590ae200015930db55c7084a,Savings,GT Bank,,Unemployed,,35.0,Elechi,Rivers,
2462,8a8589d7548fb3a8015494fcc5c34ab3,Savings,First Bank,,Permanent,,35.0,,Oyo,Lagelu
2463,8a858ee758b4c54a0158d307cc1d21ef,Current,Fidelity Bank,,Permanent,,41.0,Garki,Federal Capital Territory,Municipal Area Council
2464,8a858f0d5a859ac0015a859b8f0c0095,Savings,GT Bank,,Permanent,,39.0,,Kano,Ungongo
2465,8a858f545908094b01591c9388130f5d,Savings,Zenith Bank,,,,58.0,,Lagos,Oshodi/Isolo
2466,8a858f3e5885ffa301589243e9177b67,Savings,First Bank,,,,37.0,,Ondo,Akure South
2467,8a858fa15b3443a1015b3460fbef252e,Savings,GT Bank,,Permanent,,37.0,Iju Junction,Lagos,Ifako/Ijaye
2468,8a8589d8548faed501549a0fd1d72170,Other,Zenith Bank,,Permanent,Graduate,43.0,Eniong,Akwa Ibom,
2469,8a858f735aec46c4015af026256357b8,Savings,EcoBank,,,,56.0,George,Lagos,Ifako/Ijaye
2470,8a858edc5c7e7da5015c819c15e372a8,Savings,GT Bank,,Permanent,,32.0,,Lagos,Amuwo Odofin
2471,8a858e065ccb8bc0015ccca62cf83466,Savings,Access Bank,,,,40.0,,Delta,Ika South
2472,8a858e79568ec7de01568fef5675374f,Other,GT Bank,,Student,Graduate,29.0,,Kaduna,Sabon Gari
2473,8a858eac5ad81473015ad82f9d060702,Savings,GT Bank,,Permanent,,43.0,Adegbite,Oyo,Ibadan South West
2474,8a858f565b683b56015b7cc0ebfa510d,Savings,GT Bank,,Permanent,,40.0,Akanran,Oyo,Egbeda
2475,8a858fd75bc96a6f015bcbabca4a7b4d,Savings,GT Bank,,,,44.0,Oworonṣoki,Lagos,Kosofe
2476,8a858f335c8d9723015c93e33d5e77fe,Savings,Zenith Bank,,Permanent,,29.0,,Federal Capital Territory,Municipal Area Council
2477,8a858f9c5a4817be015a4bb172de6f90,Savings,GT Bank,,Permanent,,38.0,George,Lagos,Ikeja
2478,8a858e2857e2df4c0157e37e90222d88,Savings,GT Bank,,Student,Graduate,28.0,Sango,Oyo,Ibadan North
2479,8a858fca5c830943015c835e839e33a5,Savings,Access Bank,,,,37.0,,Oyo,Ibadan North West
